Sample_ID,New_ID,Site,Population,Year,Geo_Region,Collection,ID.1,Project,ProcessingSheetId,Result.File.Type,Old_Site,Paper_ID,Extraction.Plate,Position,Nanodrop.ng.uL,X260.280,X260.230,Qubit..ng.uL.,Quality.Sample.Plate,Position.1,Volume,Volume.for.150.ng,Volume.Dispensed,Submission.Plate,Position.2,Volume.1,Qubit..ng.uL..1,Notes
NS.1480.001.IDT_i7_78---IDT_i5_78.215,ONeilCreek_2016_North_215,ONeilCreek,S16,2016,North,Timeseries,215,Mimulus Timeseries Population Angert 2020,215_MPS12346082_G04,FASTQ,O'Neil Creek,9,01-Jul,D3,77.8,1.9,2.3,11.4,Quality Mimulus Plate 7 Angert 2020 DM,D3,100,14,40,Angert Mimulus Ð 7,D3,40,11.4,
NS.1480.001.IDT_i7_90---IDT_i5_90.216,ONeilCreek_2016_North_216,ONeilCreek,S16,2016,North,Timeseries,216,Mimulus Timeseries Population Angert 2020,216_MPS12346082_H04,FASTQ,O'Neil Creek,9,01-Jul,E3,56.4,1.9,2.2,11,Quality Mimulus Plate 7 Angert 2020 DM,E3,100,14,40,Angert Mimulus Ð 7,E3,40,11,
NS.1480.001.IDT_i7_72---IDT_i5_72.217,ONeilCreek_2016_North_217,ONeilCreek,S16,2016,North,Timeseries,217,Mimulus Timeseries Population Angert 2020,217_MPS12346082_F10,FASTQ,O'Neil Creek,9,01-Jul,F3,411.1,1.9,2.2,42.6,Quality Mimulus Plate 7 Angert 2020 DM,F3,100,4,40,Angert Mimulus Ð 7,F3,40,42.6,
NS.1480.001.IDT_i7_7---IDT_i5_7.218,ONeilCreek_2016_North_218,ONeilCreek,S16,2016,North,Timeseries,218,Mimulus Timeseries Population Angert 2020,218_MPS12346082_A05,FASTQ,O'Neil Creek,9,01-Jul,G3,83,1.9,2.3,25.4,Quality Mimulus Plate 7 Angert 2020 DM,G3,100,6,40,Angert Mimulus Ð 7,G3,40,25.4,
NS.1480.001.IDT_i7_19---IDT_i5_19.219,ONeilCreek_2016_North_219,ONeilCreek,S16,2016,North,Timeseries,219,Mimulus Timeseries Population Angert 2020,219_MPS12346082_B05,FASTQ,O'Neil Creek,9,01-Jul,H3,143.4,1.9,2.3,24.6,Quality Mimulus Plate 7 Angert 2020 DM,H3,100,7,40,Angert Mimulus Ð 7,H3,40,24.6,
NS.1480.001.IDT_i7_84---IDT_i5_84.220,ONeilCreek_2016_North_220,ONeilCreek,S16,2016,North,Timeseries,220,Mimulus Timeseries Population Angert 2020,220_MPS12346082_G10,FASTQ,O'Neil Creek,9,01-Jul,A4,361.3,1.9,2.4,51,Quality Mimulus Plate 7 Angert 2020 DM,A4,100,3,40,Angert Mimulus Ð 7,A4,40,51,
NS.1480.001.IDT_i7_31---IDT_i5_31.221,DeepCreek_2011_North_221,DeepCreek,S17,2011,North,Both,221,Mimulus Timeseries Population Angert 2020,221_MPS12346082_C05,FASTQ,Deep Creek,8,01-Jul,B4,82.7,1.9,2.2,23,Quality Mimulus Plate 7 Angert 2020 DM,B4,100,7,40,Angert Mimulus Ð 7,B4,40,23,
NS.1480.001.IDT_i7_43---IDT_i5_43.222,DeepCreek_2011_North_222,DeepCreek,S17,2011,North,Both,222,Mimulus Timeseries Population Angert 2020,222_MPS12346082_D05,FASTQ,Deep Creek,8,01-Jul,C4,170.6,1.9,2.4,29.3,Quality Mimulus Plate 7 Angert 2020 DM,C4,100,6,40,Angert Mimulus Ð 7,C4,40,29.3,
NS.1480.001.IDT_i7_55---IDT_i5_55.223,DeepCreek_2011_North_223,DeepCreek,S17,2011,North,Both,223,Mimulus Timeseries Population Angert 2020,223_MPS12346082_E05,FASTQ,Deep Creek,8,01-Jul,D4,229.5,1.9,2.4,32.6,Quality Mimulus Plate 7 Angert 2020 DM,D4,100,5,40,Angert Mimulus Ð 7,D4,40,32.6,
NS.1480.001.IDT_i7_67---IDT_i5_67.224,DeepCreek_2011_North_224,DeepCreek,S17,2011,North,Both,224,Mimulus Timeseries Population Angert 2020,224_MPS12346082_F05,FASTQ,Deep Creek,8,01-Jul,E4,85.6,1.9,2.3,13.3,Quality Mimulus Plate 7 Angert 2020 DM,E4,100,12,40,Angert Mimulus Ð 7,E4,40,13.3,
NS.1480.001.IDT_i7_79---IDT_i5_79.225,DeepCreek_2014_North_225,DeepCreek,S17,2014,North,Timeseries,225,Mimulus Timeseries Population Angert 2020,225_MPS12346082_G05,FASTQ,Deep Creek,8,01-Jul,F4,138.7,1.9,2.3,14.6,Quality Mimulus Plate 7 Angert 2020 DM,F4,100,11,40,Angert Mimulus Ð 7,F4,40,14.6,
NS.1480.001.IDT_i7_91---IDT_i5_91.226,DeepCreek_2015_North_226,DeepCreek,S17,2015,North,Timeseries,226,Mimulus Timeseries Population Angert 2020,226_MPS12346082_H05,FASTQ,Deep Creek,8,R-2,E3,106.5,1.9,2,19.6,Quality Mimulus Plate 7 Angert 2020 DM,G4,45,8,40,Angert Mimulus Ð 7,G4,40,19.6,
NS.1480.001.IDT_i7_8---IDT_i5_8.227,DeepCreek_2015_North_227,DeepCreek,S17,2015,North,Timeseries,227,Mimulus Timeseries Population Angert 2020,227_MPS12346082_A06,FASTQ,Deep Creek,8,01-Jul,H4,8.6,2.2,1.7,4.1,Quality Mimulus Plate 7 Angert 2020 DM,H4,100,37,40,Angert Mimulus Ð 7,H4,40,4.12,
NS.1480.001.IDT_i7_20---IDT_i5_20.228,DeepCreek_2015_North_228,DeepCreek,S17,2015,North,Timeseries,228,Mimulus Timeseries Population Angert 2020,228_MPS12346082_B06,FASTQ,Deep Creek,8,01-Jul,A5,170.3,1.9,2.3,23.7,Quality Mimulus Plate 7 Angert 2020 DM,A5,100,7,50,Angert Mimulus Ð 7,A5,50,23.7,
NS.1480.001.IDT_i7_32---IDT_i5_32.229,DeepCreek_2015_North_229,DeepCreek,S17,2015,North,Timeseries,229,Mimulus Timeseries Population Angert 2020,229_MPS12346082_C06,FASTQ,Deep Creek,8,01-Jul,B5,37.8,1.9,1.9,3,Quality Mimulus Plate 7 Angert 2020 DM,B5,100,50,50,Angert Mimulus Ð 7,B5,50,3.01,
NS.1480.001.IDT_i7_44---IDT_i5_44.230,DeepCreek_2015_North_230,DeepCreek,S17,2015,North,Timeseries,230,Mimulus Timeseries Population Angert 2020,230_MPS12346082_D06,FASTQ,Deep Creek,8,01-Jul,C5,84.8,1.8,2.3,19.5,Quality Mimulus Plate 7 Angert 2020 DM,C5,100,8,50,Angert Mimulus Ð 7,C5,50,19.5,
NS.1480.001.IDT_i7_56---IDT_i5_56.231,DeepCreek_2016_North_231,DeepCreek,S17,2016,North,Timeseries,231,Mimulus Timeseries Population Angert 2020,231_MPS12346082_E06,FASTQ,Deep Creek,8,01-Jul,D5,142.7,1.9,2.3,23.8,Quality Mimulus Plate 7 Angert 2020 DM,D5,100,7,50,Angert Mimulus Ð 7,D5,50,23.8,
NS.1480.001.IDT_i7_68---IDT_i5_68.232,DeepCreek_2016_North_232,DeepCreek,S17,2016,North,Timeseries,232,Mimulus Timeseries Population Angert 2020,232_MPS12346082_F06,FASTQ,Deep Creek,8,01-Jul,E5,20.5,1.9,1.7,6.9,Quality Mimulus Plate 7 Angert 2020 DM,E5,100,22,50,Angert Mimulus Ð 7,E5,50,6.92,
NS.1480.001.IDT_i7_80---IDT_i5_80.233,DeepCreek_2016_North_233,DeepCreek,S17,2016,North,Timeseries,233,Mimulus Timeseries Population Angert 2020,233_MPS12346082_G06,FASTQ,Deep Creek,8,01-Jul,F5,54.5,1.9,2.2,13.6,Quality Mimulus Plate 7 Angert 2020 DM,F5,100,12,50,Angert Mimulus Ð 7,F5,50,13.6,
NS.1480.001.IDT_i7_92---IDT_i5_92.234,DeepCreek_2016_North_234,DeepCreek,S17,2016,North,Timeseries,234,Mimulus Timeseries Population Angert 2020,234_MPS12346082_H06,FASTQ,Deep Creek,8,01-Jul,G5,81,1.8,2.2,11.5,Quality Mimulus Plate 7 Angert 2020 DM,G5,100,14,50,Angert Mimulus Ð 7,G5,50,11.5,
NS.1480.001.IDT_i7_9---IDT_i5_9.235,DeepCreek_2016_North_235,DeepCreek,S17,2016,North,Timeseries,235,Mimulus Timeseries Population Angert 2020,235_MPS12346082_A07,FASTQ,Deep Creek,8,01-Jul,H5,42.3,1.9,2.4,6.3,Quality Mimulus Plate 7 Angert 2020 DM,H5,100,24,50,Angert Mimulus Ð 7,H5,50,6.31,
NS.1480.001.IDT_i7_21---IDT_i5_21.236,DeepCreek_2016_North_236,DeepCreek,S17,2016,North,Timeseries,236,Mimulus Timeseries Population Angert 2020,236_MPS12346082_B07,FASTQ,Deep Creek,8,01-Jul,A6,106.2,1.9,2.3,15.8,Quality Mimulus Plate 7 Angert 2020 DM,A6,100,10,50,Angert Mimulus Ð 7,A6,50,15.8,
NS.1480.001.IDT_i7_33---IDT_i5_33.237,DeepCreek_2016_North_237,DeepCreek,S17,2016,North,Timeseries,237,Mimulus Timeseries Population Angert 2020,237_MPS12346082_C07,FASTQ,Deep Creek,8,01-Jul,B6,126.2,1.9,2.3,23.6,Quality Mimulus Plate 7 Angert 2020 DM,B6,100,7,50,Angert Mimulus Ð 7,B6,50,23.6,
NS.1480.001.IDT_i7_45---IDT_i5_45.238,DeepCreek_2016_North_238,DeepCreek,S17,2016,North,Timeseries,238,Mimulus Timeseries Population Angert 2020,238_MPS12346082_D07,FASTQ,Deep Creek,8,01-Jul,C6,24.7,2,1.9,5.6,Quality Mimulus Plate 7 Angert 2020 DM,C6,100,27,50,Angert Mimulus Ð 7,C6,50,5.56,
NS.1480.001.IDT_i7_57---IDT_i5_57.239,DeepCreek_2016_North_239,DeepCreek,S17,2016,North,Timeseries,239,Mimulus Timeseries Population Angert 2020,239_MPS12346082_E07,FASTQ,Deep Creek,8,01-Jul,D6,98.9,1.9,2.3,22.5,Quality Mimulus Plate 7 Angert 2020 DM,D6,100,7,50,Angert Mimulus Ð 7,D6,50,22.5,
NS.1480.001.IDT_i7_69---IDT_i5_69.240,LittleJameson_2010_Centre_240,LittleJameson,S18,2010,Centre,Both,240,Mimulus Timeseries Population Angert 2020,240_MPS12346082_F07,FASTQ,Little Jameson,7,01-Jul,E6,72.9,1.9,2.1,10.7,Quality Mimulus Plate 7 Angert 2020 DM,E6,100,15,50,Angert Mimulus Ð 7,E6,50,10.7,
NS.1480.001.IDT_i7_96---IDT_i5_96.241,LittleJameson_2010_Centre_241,LittleJameson,S18,2010,Centre,Both,241,Mimulus Timeseries Population Angert 2020,241_MPS12346082_H10,FASTQ,Little Jameson,7,01-Jul,F6,297.9,1.9,2.4,45.9,Quality Mimulus Plate 7 Angert 2020 DM,F6,100,4,50,Angert Mimulus Ð 7,F6,50,45.9,
NS.1480.001.IDT_i7_81---IDT_i5_81.242,LittleJameson_2010_Centre_242,LittleJameson,S18,2010,Centre,Both,242,Mimulus Timeseries Population Angert 2020,242_MPS12346082_G07,FASTQ,Little Jameson,7,01-Jul,G6,329.9,1.9,2.4,24.6,Quality Mimulus Plate 7 Angert 2020 DM,G6,100,7,50,Angert Mimulus Ð 7,G6,50,24.6,
NS.1480.001.IDT_i7_93---IDT_i5_93.243,LittleJameson_2010_Centre_243,LittleJameson,S18,2010,Centre,Both,243,Mimulus Timeseries Population Angert 2020,243_MPS12346082_H07,FASTQ,Little Jameson,7,01-Jul,H6,163.4,1.9,2.3,27.2,Quality Mimulus Plate 7 Angert 2020 DM,H6,100,6,50,Angert Mimulus Ð 7,H6,50,27.2,
NS.1480.001.IDT_i7_10---IDT_i5_10.244,LittleJameson_2010_Centre_244,LittleJameson,S18,2010,Centre,Both,244,Mimulus Timeseries Population Angert 2020,244_MPS12346082_A08,FASTQ,Little Jameson,7,01-Jul,A7,33.4,1.8,1.4,3.4,Quality Mimulus Plate 7 Angert 2020 DM,A7,100,45,40,Angert Mimulus Ð 7,A7,40,3.39,
NS.1480.001.IDT_i7_22---IDT_i5_22.245,LittleJameson_2010_Centre_245,LittleJameson,S18,2010,Centre,Both,245,Mimulus Timeseries Population Angert 2020,245_MPS12346082_B08,FASTQ,Little Jameson,7,01-Jul,B7,68.2,1.9,1.8,11.1,Quality Mimulus Plate 7 Angert 2020 DM,B7,100,14,40,Angert Mimulus Ð 7,B7,40,11.1,
NS.1480.001.IDT_i7_34---IDT_i5_34.246,LittleJameson_2010_Centre_246,LittleJameson,S18,2010,Centre,Both,246,Mimulus Timeseries Population Angert 2020,246_MPS12346082_C08,FASTQ,Little Jameson,7,R-4,F11,785.5,2,2.1,60.2,Quality Mimulus Plate 7 Angert 2020 DM,C7,45,3,40,Angert Mimulus Ð 7,C7,40,60.2,
NS.1480.001.IDT_i7_46---IDT_i5_46.247,LittleJameson_2010_Centre_247,LittleJameson,S18,2010,Centre,Both,247,Mimulus Timeseries Population Angert 2020,247_MPS12346082_D08,FASTQ,Little Jameson,7,01-Jul,D7,23.9,1.8,1.3,3.4,Quality Mimulus Plate 7 Angert 2020 DM,D7,100,45,35,Angert Mimulus Ð 7,D7,35,3.36,insufficent
NS.1493.003.IDT_i7_97---IDT_i5_97.248,LittleJameson_2012_Centre_248,LittleJameson,S18,2012,Centre,Timeseries,248,Mimulus Timeseries Population Angert 2020,248_MPS12346082_A11,FASTQ,Little Jameson,7,R-4,G11,677.9,2,2.1,70.4,Quality Mimulus Plate 7 Angert 2020 DM,E7,45,3,40,Angert Mimulus Ð 7,E7,40,70.4,
NS.1480.001.IDT_i7_58---IDT_i5_58.249,LittleJameson_2012_Centre_249,LittleJameson,S18,2012,Centre,Timeseries,249,Mimulus Timeseries Population Angert 2020,249_MPS12346082_E08,FASTQ,Little Jameson,7,R-4,H11,215,1.9,2.1,33.7,Quality Mimulus Plate 7 Angert 2020 DM,F7,45,5,40,Angert Mimulus Ð 7,F7,40,33.7,
NS.1493.003.IDT_i7_109---IDT_i5_109.250,LittleJameson_2012_Centre_250,LittleJameson,S18,2012,Centre,Timeseries,250,Mimulus Timeseries Population Angert 2020,250_MPS12346082_B11,FASTQ,Little Jameson,7,R-4,A12,217.2,1.9,2.1,35.8,Quality Mimulus Plate 7 Angert 2020 DM,G7,45,5,40,Angert Mimulus Ð 7,G7,40,35.8,
NS.1493.003.IDT_i7_121---IDT_i5_121.251,LittleJameson_2012_Centre_251,LittleJameson,S18,2012,Centre,Timeseries,251,Mimulus Timeseries Population Angert 2020,251_MPS12346082_C11,FASTQ,Little Jameson,7,R-2,F3,413.3,1.9,2.3,66,Quality Mimulus Plate 7 Angert 2020 DM,H7,45,3,40,Angert Mimulus Ð 7,H7,40,66,
NS.1493.003.IDT_i7_133---IDT_i5_133.252,LittleJameson_2012_Centre_252,LittleJameson,S18,2012,Centre,Timeseries,252,Mimulus Timeseries Population Angert 2020,252_MPS12346082_D11,FASTQ,Little Jameson,7,R-2,G3,793.9,2,2.4,43.7,Quality Mimulus Plate 7 Angert 2020 DM,A8,45,4,40,Angert Mimulus Ð 7,A8,40,43.7,
NS.1480.001.IDT_i7_70---IDT_i5_70.253,LittleJameson_2012_Centre_253,LittleJameson,S18,2012,Centre,Timeseries,253,Mimulus Timeseries Population Angert 2020,253_MPS12346082_F08,FASTQ,Little Jameson,7,R-2,H3,295.9,1.9,2.3,41.7,Quality Mimulus Plate 7 Angert 2020 DM,B8,45,4,40,Angert Mimulus Ð 7,B8,40,41.7,
NS.1480.001.IDT_i7_82---IDT_i5_82.254,LittleJameson_2012_Centre_254,LittleJameson,S18,2012,Centre,Timeseries,254,Mimulus Timeseries Population Angert 2020,254_MPS12346082_G08,FASTQ,Little Jameson,7,R-5,B7,140.7,1.9,2.1,24.9,Quality Mimulus Plate 7 Angert 2020 DM,C8,50,7,40,Angert Mimulus Ð 7,C8,40,24.9,
NS.1493.003.IDT_i7_145---IDT_i5_145.255,LittleJameson_2012_Centre_255,LittleJameson,S18,2012,Centre,Timeseries,255,Mimulus Timeseries Population Angert 2020,255_MPS12346082_E11,FASTQ,Little Jameson,7,R-2,B4,541.4,1.9,2.3,62.8,Quality Mimulus Plate 7 Angert 2020 DM,D8,45,3,40,Angert Mimulus Ð 7,D8,40,62.8,
NS.1480.001.IDT_i7_94---IDT_i5_94.256,LittleJameson_2013_Centre_256,LittleJameson,S18,2013,Centre,Timeseries,256,Mimulus Timeseries Population Angert 2020,256_MPS12346082_H08,FASTQ,Little Jameson,7,R-2,C4,179.1,1.9,2.2,22.6,Quality Mimulus Plate 7 Angert 2020 DM,E8,45,7,40,Angert Mimulus Ð 7,E8,40,22.6,
NS.1480.001.IDT_i7_11---IDT_i5_11.257,LittleJameson_2013_Centre_257,LittleJameson,S18,2013,Centre,Timeseries,257,Mimulus Timeseries Population Angert 2020,257_MPS12346082_A09,FASTQ,Little Jameson,7,01-Jul,F8,151.9,1.9,2.2,24.2,Quality Mimulus Plate 7 Angert 2020 DM,F8,100,7,40,Angert Mimulus Ð 7,F8,40,24.2,
NS.1493.003.IDT_i7_157---IDT_i5_157.258,LittleJameson_2013_Centre_258,LittleJameson,S18,2013,Centre,Timeseries,258,Mimulus Timeseries Population Angert 2020,258_MPS12346082_F11,FASTQ,Little Jameson,7,R-2,D4,398.5,1.9,2.3,40,Quality Mimulus Plate 7 Angert 2020 DM,G8,45,4,40,Angert Mimulus Ð 7,G8,40,40,
NS.1493.003.IDT_i7_169---IDT_i5_169.259,LittleJameson_2013_Centre_259,LittleJameson,S18,2013,Centre,Timeseries,259,Mimulus Timeseries Population Angert 2020,259_MPS12346082_G11,FASTQ,Little Jameson,7,R-2,E4,168.8,1.9,2.2,38.1,Quality Mimulus Plate 7 Angert 2020 DM,H8,45,4,40,Angert Mimulus Ð 7,H8,40,38.1,
NS.1493.004.IDT_i7_185---IDT_i5_185.260,LittleJameson_2013_Centre_260,LittleJameson,S18,2013,Centre,Timeseries,260,Mimulus Timeseries Population Angert 2020,260_MPS12345939_A01,FASTQ,Little Jameson,7,R-2,F4,94.1,1.9,2.2,32.9,Quality Mimulus Plate 7 Angert 2020 DM,A9,45,5,40,Angert Mimulus Ð 7,A9,40,32.9,
NS.1493.004.IDT_i7_18---IDT_i5_18.261,LittleJameson_2013_Centre_261,LittleJameson,S18,2013,Centre,Timeseries,261,Mimulus Timeseries Population Angert 2020,261_MPS12345939_B01,FASTQ,Little Jameson,7,R-2,G4,238.3,1.9,2.3,37.8,Quality Mimulus Plate 7 Angert 2020 DM,B9,45,4,35,Angert Mimulus Ð 7,B9,35,37.8,
NS.1493.004.IDT_i7_30---IDT_i5_30.262,LittleJameson_2013_Centre_262,LittleJameson,S18,2013,Centre,Timeseries,262,Mimulus Timeseries Population Angert 2020,262_MPS12345939_C01,FASTQ,Little Jameson,7,R-2,H4,390.5,1.9,2.3,44.1,Quality Mimulus Plate 7 Angert 2020 DM,C9,45,4,40,Angert Mimulus Ð 7,C9,40,44.1,
NS.1493.004.IDT_i7_42---IDT_i5_42.263,LittleJameson_2013_Centre_263,LittleJameson,S18,2013,Centre,Timeseries,263,Mimulus Timeseries Population Angert 2020,263_MPS12345939_D01,FASTQ,Little Jameson,7,R-2,A5,451.8,1.9,2.3,29.4,Quality Mimulus Plate 7 Angert 2020 DM,D9,45,6,40,Angert Mimulus Ð 7,D9,40,29.4,
NS.1493.004.IDT_i7_54---IDT_i5_54.264,LittleJameson_2013_Centre_264,LittleJameson,S18,2013,Centre,Timeseries,264,Mimulus Timeseries Population Angert 2020,264_MPS12345939_E01,FASTQ,Little Jameson,7,R-2,B5,316.6,1.9,2.3,30.7,Quality Mimulus Plate 7 Angert 2020 DM,E9,45,5,40,Angert Mimulus Ð 7,E9,40,30.7,
NS.1493.004.IDT_i7_66---IDT_i5_66.265,LittleJameson_2013_Centre_265,LittleJameson,S18,2013,Centre,Timeseries,265,Mimulus Timeseries Population Angert 2020,265_MPS12345939_F01,FASTQ,Little Jameson,7,R-2,C5,152.5,1.9,2.2,28.5,Quality Mimulus Plate 7 Angert 2020 DM,F9,45,6,40,Angert Mimulus Ð 7,F9,40,28.5,
NS.1493.004.IDT_i7_78---IDT_i5_78.266,LittleJameson_2014_Centre_266,LittleJameson,S18,2014,Centre,Timeseries,266,Mimulus Timeseries Population Angert 2020,266_MPS12345939_G01,FASTQ,Little Jameson,7,R-2,D5,886.2,1.9,2.3,56,Quality Mimulus Plate 7 Angert 2020 DM,G9,45,3,40,Angert Mimulus Ð 7,G9,40,56,
NS.1493.004.IDT_i7_90---IDT_i5_90.267,LittleJameson_2014_Centre_267,LittleJameson,S18,2014,Centre,Timeseries,267,Mimulus Timeseries Population Angert 2020,267_MPS12345939_H01,FASTQ,Little Jameson,7,R-2,E5,346.2,1.9,2.4,40.1,Quality Mimulus Plate 7 Angert 2020 DM,H9,45,4,40,Angert Mimulus Ð 7,H9,40,40.1,
NS.1493.004.IDT_i7_7---IDT_i5_7.268,LittleJameson_2014_Centre_268,LittleJameson,S18,2014,Centre,Timeseries,268,Mimulus Timeseries Population Angert 2020,268_MPS12345939_A02,FASTQ,Little Jameson,7,01-Jul,A10,88,1.9,2.1,13.1,Quality Mimulus Plate 7 Angert 2020 DM,A10,100,12,40,Angert Mimulus Ð 7,A10,40,13.1,
NS.1493.004.IDT_i7_165---IDT_i5_165.269,LittleJameson_2014_Centre_269,LittleJameson,S18,2014,Centre,Timeseries,269,Mimulus Timeseries Population Angert 2020,269_MPS12345945_F04,FASTQ,Little Jameson,7,R-2,F5,283.2,1.9,2.3,36.3,Quality Mimulus Plate 7 Angert 2020 DM,B10,45,5,40,Angert Mimulus Ð 7,B10,40,36.3,
NS.1493.004.IDT_i7_64---IDT_i5_64.270,LittleJameson_2014_Centre_270,LittleJameson,S18,2014,Centre,Timeseries,270,Mimulus Timeseries Population Angert 2020,270_MPS12346083_F03,FASTQ,Little Jameson,7,R-4,C12,318.1,1.9,2.2,88.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,D12,40,2,40,Angert Mimulus Ð 8,D12,40,88.7,
NS.1493.004.IDT_i7_31---IDT_i5_31.271,LittleJameson_2014_Centre_271,LittleJameson,S18,2014,Centre,Timeseries,271,Mimulus Timeseries Population Angert 2020,271_MPS12345939_C02,FASTQ,Little Jameson,7,01-Jul,C10,169.5,1.9,2.4,15.7,Quality Mimulus Plate 7 Angert 2020 DM,C10,100,10,40,Angert Mimulus Ð 7,C10,40,15.7,
NS.1493.004.IDT_i7_177---IDT_i5_177.272,LittleJameson_2014_Centre_272,LittleJameson,S18,2014,Centre,Timeseries,272,Mimulus Timeseries Population Angert 2020,272_MPS12345945_G04,FASTQ,Little Jameson,7,R-2,G5,287.2,1.9,2.3,25.9,Quality Mimulus Plate 7 Angert 2020 DM,D10,45,6,40,Angert Mimulus Ð 7,D10,40,25.9,
NS.1493.004.IDT_i7_55---IDT_i5_55.273,LittleJameson_2014_Centre_273,LittleJameson,S18,2014,Centre,Timeseries,273,Mimulus Timeseries Population Angert 2020,273_MPS12345939_E02,FASTQ,Little Jameson,7,01-Jul,E10,35.7,1.9,2.1,6.9,Quality Mimulus Plate 7 Angert 2020 DM,E10,45,22,40,Angert Mimulus Ð 7,E10,40,6.87,
NS.1493.004.IDT_i7_67---IDT_i5_67.274,LittleJameson_2016_Centre_274,LittleJameson,S18,2016,Centre,Timeseries,274,Mimulus Timeseries Population Angert 2020,274_MPS12345939_F02,FASTQ,Little Jameson,7,R-2,H5,181.1,1.9,2.2,39.7,Quality Mimulus Plate 7 Angert 2020 DM,F10,45,4,40,Angert Mimulus Ð 7,F10,40,39.7,
NS.1493.004.IDT_i7_79---IDT_i5_79.275,LittleJameson_2016_Centre_275,LittleJameson,S18,2016,Centre,Timeseries,275,Mimulus Timeseries Population Angert 2020,275_MPS12345939_G02,FASTQ,Little Jameson,7,R-2,A6,342.8,1.9,2.3,30.9,Quality Mimulus Plate 7 Angert 2020 DM,G10,45,5,35,Angert Mimulus Ð 7,G10,35,30.9,
NS.1493.004.IDT_i7_91---IDT_i5_91.276,LittleJameson_2016_Centre_276,LittleJameson,S18,2016,Centre,Timeseries,276,Mimulus Timeseries Population Angert 2020,276_MPS12345939_H02,FASTQ,Little Jameson,7,R-2,B6,286.3,1.9,2.3,35.3,Quality Mimulus Plate 7 Angert 2020 DM,H10,45,5,40,Angert Mimulus Ð 7,H10,40,35.3,
NS.1493.004.IDT_i7_8---IDT_i5_8.277,LittleJameson_2016_Centre_277,LittleJameson,S18,2016,Centre,Timeseries,277,Mimulus Timeseries Population Angert 2020,277_MPS12345939_A03,FASTQ,Little Jameson,7,01-Jul,A11,198.2,1.9,2.3,12.9,Quality Mimulus Plate 7 Angert 2020 DM,A11,100,12,40,Angert Mimulus Ð 7,A11,40,12.9,
NS.1493.004.IDT_i7_20---IDT_i5_20.278,LittleJameson_2016_Centre_278,LittleJameson,S18,2016,Centre,Timeseries,278,Mimulus Timeseries Population Angert 2020,278_MPS12345939_B03,FASTQ,Little Jameson,7,01-Jul,B11,25.2,2,2.1,5.6,Quality Mimulus Plate 7 Angert 2020 DM,B11,100,27,40,Angert Mimulus Ð 7,B11,40,5.61,
NS.1493.004.IDT_i7_32---IDT_i5_32.279,LittleJameson_2016_Centre_279,LittleJameson,S18,2016,Centre,Timeseries,279,Mimulus Timeseries Population Angert 2020,279_MPS12345939_C03,FASTQ,Little Jameson,7,01-Jul,C11,140.9,1.9,2.2,6,Quality Mimulus Plate 7 Angert 2020 DM,C11,100,25,40,Angert Mimulus Ð 7,C11,40,6.01,
NS.1493.004.IDT_i7_189---IDT_i5_189.280,LittleJameson_2016_Centre_280,LittleJameson,S18,2016,Centre,Timeseries,280,Mimulus Timeseries Population Angert 2020,280_MPS12345945_H04,FASTQ,Little Jameson,7,R-2,C6,87.2,1.9,2.3,9.6,Quality Mimulus Plate 7 Angert 2020 DM,D11,45,16,40,Angert Mimulus Ð 7,D11,40,9.58,
NS.1493.004.IDT_i7_56---IDT_i5_56.281,LittleJameson_2016_Centre_281,LittleJameson,S18,2016,Centre,Timeseries,281,Mimulus Timeseries Population Angert 2020,281_MPS12345939_E03,FASTQ,Little Jameson,7,01-Jul,E11,45.5,1.8,2.2,4.1,Quality Mimulus Plate 7 Angert 2020 DM,E11,100,37,40,Angert Mimulus Ð 7,E11,40,4.11,
NS.1493.004.IDT_i7_68---IDT_i5_68.282,LittleJameson_2016_Centre_282,LittleJameson,S18,2016,Centre,Timeseries,282,Mimulus Timeseries Population Angert 2020,282_MPS12345939_F03,FASTQ,Little Jameson,7,R-2,D6,48.1,1.9,2,15.1,Quality Mimulus Plate 7 Angert 2020 DM,F11,45,10,40,Angert Mimulus Ð 7,F11,40,15.1,
NS.1493.004.IDT_i7_80---IDT_i5_80.283,OregonCreek_2010_Centre_283,OregonCreek,S29,2010,Centre,Both,283,Mimulus Timeseries Population Angert 2020,283_MPS12345939_G03,FASTQ,Oregon Creek,6,01-Jul,G11,31.3,2,2.1,3.7,Quality Mimulus Plate 7 Angert 2020 DM,G11,100,41,45,Angert Mimulus Ð 7,G11,45,3.72,
NS.1493.004.IDT_i7_92---IDT_i5_92.284,OregonCreek_2010_Centre_284,OregonCreek,S29,2010,Centre,Both,284,Mimulus Timeseries Population Angert 2020,284_MPS12345939_H03,FASTQ,Oregon Creek,6,R-2,E6,16.4,2.1,2.7,4.4,Quality Mimulus Plate 7 Angert 2020 DM,H11,45,35,40,Angert Mimulus Ð 7,H11,40,4.35,
NS.1493.004.IDT_i7_9---IDT_i5_9.285,OregonCreek_2010_Centre_285,OregonCreek,S29,2010,Centre,Both,285,Mimulus Timeseries Population Angert 2020,285_MPS12345939_A04,FASTQ,Oregon Creek,6,R-2,F6,308.1,1.9,2.3,61.7,Quality Mimulus Plate 7 Angert 2020 DM,A12,45,3,40,Angert Mimulus Ð 7,A12,40,61.7,
